title,tmdb_id,imdb_id,release_date,release_month,release_day_of_week,production_budget_raw,production_budget_adj,runtime,primary_genre,mpaa_rating,format_premium,spoiler_risk,dir_last3,dir_max,dir_lifetime,prod_last3,prod_max,prod_lifetime,cast_last3,cast_max,cast_lifetime,director_id,director_name,producer_id,producer_name,cast_ids,cast_names,is_sequel,sequel_parent_rating,franchise_hunger,distributor_raw,opening_theaters,calendar_ratio,target_dom_lifetime,bom_dom_lifetime,rev_day_1,theaters_day_1,rank_day_1,rev_day_2,theaters_day_2,rank_day_2,rev_day_3,theaters_day_3,rank_day_3,rev_day_4,theaters_day_4,rank_day_4,rev_day_5,theaters_day_5,rank_day_5,rev_day_6,theaters_day_6,rank_day_6,rev_day_7,theaters_day_7,rank_day_7,rev_day_8,theaters_day_8,rank_day_8,rev_day_9,theaters_day_9,rank_day_9,rev_day_10,theaters_day_10,rank_day_10,rev_day_11,theaters_day_11,rank_day_11,rev_day_12,theaters_day_12,rank_day_12,rev_day_13,theaters_day_13,rank_day_13,rev_day_14,theaters_day_14,rank_day_14,rev_day_15,theaters_day_15,rank_day_15,rev_day_16,theaters_day_16,rank_day_16,rev_day_17,theaters_day_17,rank_day_17,rev_day_18,theaters_day_18,rank_day_18,rev_day_19,theaters_day_19,rank_day_19,rev_day_20,theaters_day_20,rank_day_20,rev_day_21,theaters_day_21,rank_day_21,rev_day_22,theaters_day_22,rank_day_22,rev_day_23,theaters_day_23,rank_day_23,rev_day_24,theaters_day_24,rank_day_24,rev_day_25,theaters_day_25,rank_day_25,rev_day_26,theaters_day_26,rank_day_26,rev_day_27,theaters_day_27,rank_day_27,rev_day_28,theaters_day_28,rank_day_28
Final Destination,9532,tt0195714,2000-03-17,3,4,23000000,42011730.54587689,98,Horror,PG-13,1.0,0.0,0.0,0,0.0,235483004.0,235483004,235483004.0,46652692.72222223,110173044.66666667,39386569.833333336,57134.0,James Wong,21585.0,Craig Perry,50398|17303|43442,Devon Sawa|Ali Larter|Kerr Smith,1,0.0,0.0,Hard Eight Pictures,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Perfect Storm,2133,tt0177971,2000-06-29,6,3,130000000,237457607.43321723,130,Drama,PG-13,1.0,0.0,227366666.66666666,315200000,115865544.0,197507953.66666666,315200000,197507953.66666666,62155690.333333336,153233534.33333334,57100332.35185185,5231.0,Wolfgang Petersen,21865.0,Gail Katz,1461|13240|2882,George Clooney|Mark Wahlberg|Diane Lane,0,0.0,0.0,Baltimore/Spring Creek Pictures,3407,0.6038235906233025,174290703,174290703,13240000,3407,1,14790000,3407,1,13300000,3407,1,12396408,3407,1,9020972,3407,1,5219273,3407,1,5115286,3407,1,8123000,3407,2,11010000,3407,2,7986000,3407,2,3107948,3407,2,3022421,3407,2,2524400,3407,2,2520900,3407,2,4864000,3407,3,7313000,3407,3,4953000,3407,3,1803839,3407,3,1989788,3407,3,1783393,3407,3,1594664,3407,3,2824000,3203,5,4164000,3203,5,2693000,3203,5,1232148,3203,5,1335700,3203,5,1311256,3203,6,1302632,3203,5
102 Dalmatians,10481,tt0211181,2000-10-07,10,5,85000000,155260743.32171896,100,Family,PG-13,1.0,0.0,241774298.5,448200000,241774298.5,125429840.0,264118712,67801249.22222222,461042218.22222227,965120784.3333334,450195780.60606056,15775.0,Kevin Lima,11302.0,Edward S. Feldman,515|16927|65524,Glenn Close|Gérard Depardieu|Ioan Gruffudd,1,5.8,3.9,Walt Disney Pictures,2704,2.2254866277983716,55405132,55405132,2600000,2704,3,3800000,2704,3,7700000,2704,3,7800000,2704,3,4340000,2704,3,635655,2704,3,500397,2704,4,458893,2704,3,477276,2704,3,1756000,2704,3,3858000,2704,3,2681000,2704,3,352722,2704,3,369717,2704,3,349359,2704,3,371310,2704,3,1223000,2704,5,3231000,2704,5,1779000,2704,4,215623,2704,5,289578,2704,5,245385,2704,5,300610,2704,5,566000,2190,6,1225000,2190,6,874000,2190,6,293288,2190,6,341373,2190,6
Tigerland,10687,tt0170691,2000-10-06,10,4,10000000,18265969.80255517,101,Drama,PG-13,1.0,0.0,113104783.33333333,336529144,95274870.07692307,26284042.0,235860116,63186721.6,16291650.666666666,26521897.0,20121262.11111111,5572.0,Joel Schumacher,2706.0,Steven Haft,72466|56045|5365,Colin Farrell|Matthew Davis|Clifton Collins Jr.,0,0.0,0.0,KirchMedia,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dungeons & Dragons,11849,tt0190374,2000-12-08,12,4,35000000,63930894.3089431,107,Drama,PG-13,1.0,0.0,0.0,0,0.0,8165212.0,8165212,8165212.0,71329013.11111112,385884054.0,94238256.13055556,61921.0,Courtney Solomon,58190.0,Thomas M. Hammel,68494|16940|2155,Justin Whalin|Jeremy Irons|Thora Birch,1,0.0,0.0,New Line Cinema,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Next Friday,10471,tt0195945,2000-01-12,1,2,11000000,20092566.782810688,98,Comedy,PG-13,1.0,0.0,0.0,0,0.0,23261485.0,23261485,23261485.0,14557900.333333334,14557900.333333334,14557900.333333334,52112.0,Steve Carr,9778.0,Ice Cube,9778|51944|57389,Ice Cube|Mike Epps|Justin Pierce,1,7.2,4.7,New Line Cinema,1103,0.40317884548911165,46083760,46083760,2696871,1103,1,1751233,1103,1,4353000,1103,1,5609000,1103,1,4503000,1103,1,2478527,1103,2,849345,1103,1,724747,1103,1,724470,1103,1,2526000,1175,1,3368000,1175,1,2116000,1175,1,559679,1175,2,435676,1175,3,447096,1175,2,459800,1175,2,1799000,1335,1,2748000,1335,2,1095000,1335,1,490050,1335,1,494725,1335,1,391966,1335,1,368040,1335,1,1283000,1420,2,1804000,1420,4,1184000,1420,3,289898,1420,2,299173,1420,2
Cherry Falls,12619,tt0175526,2000-08-25,8,4,0,0.0,92,Horror,PG-13,1.0,0.0,3300000.0,3300000,3300000.0,0.0,0,0.0,63660736.77777777,221764731.0,79856275.47619046,65026.0,Geoffrey Wright,73842.0,Marshall Persinger,328|12217|2712,Brittany Murphy|Jay Mohr|Michael Biehn,0,0.0,0.0,Industry Entertainment Partners,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U-571,3536,tt0141926,2000-04-20,4,3,62000000,113249012.77584206,116,War,PG-13,1.0,0.0,50159144.0,50159144,50159144.0,30559857.0,73951475,21265521.333333332,271539733.3333333,850128101.3333334,145216292.4659091,7213.0,Jonathan Mostow,5398.0,Dino De Laurentiis,10297|2053|1037,Matthew McConaughey|Bill Paxton|Harvey Keitel,0,0.0,0.0,Universal Pictures,2583,0.6573900841908326,77122415,77122415,7594020,2583,1,7477785,2583,1,4481505,2583,1,1846845,2583,1,1666035,2583,1,1472310,2583,1,1368990,2583,1,3924015,2616,1,5375880,2616,1,2903760,2616,2,928680,2616,1,1033320,2616,1,850235,2616,1,902535,2616,1,2174305,2701,2,3619340,2701,2,1971730,2701,3,594220,2701,2,675255,2701,2,607725,2701,2,621230,2701,2,1692025,2820,2,2664945,2820,2,1381795,2820,3,465285,2820,2,521700,2820,2,465325,2820,2,479435,2820,2
Mission: Impossible II,955,tt0120755,2000-05-24,5,2,125000000,228324622.53193963,123,Adventure,PG-13,1.0,2.0,156729892.33333334,245700000,80218777.0,457696391.0,457696391,457696391.0,107290862.44444446,343608554.3333333,126675660.00740741,11401.0,John Woo,9183.0,Paula Wagner,500|15336|9030,Tom Cruise|Dougray Scott|Thandiwe Newton,1,7.2,4.0,Paramount Pictures,3653,0.49916408934679685,212031395,212031395,12516528,3653,1,8486311,3653,1,16487335,3653,1,22121306,3653,1,19236656,3653,1,12970918,3653,1,4525303,3653,1,3736420,3653,1,3623111,3653,1,7916650,3653,1,12077046,3653,1,7022333,3653,2,2707625,3653,2,2947323,3653,1,2133474,3653,1,2328987,3653,1,4873988,3669,2,7671717,3669,2,4685667,3669,3,1836648,3669,3,1918454,3669,2,1643225,3669,2,1752211,3669,3,3118755,3633,3,4792955,3633,2,3450298,3633,3,1077346,3633,3,1261334,3633,3
Charlie's Angels,4327,tt0160127,2000-11-02,11,3,92000000,168046922.18350756,98,Action,PG-13,1.0,1.0,0.0,0,0.0,0.0,0,0.0,27659634.333333332,214500000.0,66658345.0,36425.0,McG,69597.0,Drew Barrymore,6941|69597|140,Cameron Diaz|Drew Barrymore|Lucy Liu,1,0.0,0.0,Columbia Pictures,3037,0.5430780436980677,123214990,123214990,13660578,3037,1,16583942,3037,1,9884030,3037,1,2767188,3037,1,2956694,3037,1,2032162,3037,1,2519864,3037,1,8483474,3037,1,10272253,3037,1,5851133,3037,1,1288893,3037,1,1407974,3037,1,1088657,3037,1,1100331,3037,1,4289155,3037,3,5869627,3037,3,3202864,3037,4,761446,3037,4,1123171,3037,3,1388944,2838,4,1917371,2838,4,4082591,2838,4,4163163,2838,4,1960562,2838,5,418134,2838,5,504888,2838,3,409378,2838,4,413468,2838,4
Bounce,10862,tt0186894,2000-11-15,11,2,35000000,63930894.3089431,107,Drama,PG-13,1.0,0.0,5879254.0,5879254,5879254.0,18979778.0,165600000,30244838.0,90877274.44444446,331503808.3333333,81611930.07211538,57579.0,Don Roos,322.0,Steve Golin,880|12052|57395,Ben Affleck|Gwyneth Paltrow|Natasha Henstridge,0,0.0,0.0,Miramax,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quills,10876,tt0180073,2000-11-22,11,2,13500000,24659059.23344948,124,Drama,PG-13,1.0,0.0,42922079.666666664,107198790,33035462.0,0.0,0,0.0,354559357.4444445,1006326200.3333334,184643862.7354497,648.0,Philip Kaufman,27038.0,Julia Chasman,118|204|73421,Geoffrey Rush|Kate Winslet|Joaquin Phoenix,0,0.0,0.0,Fox Searchlight Pictures,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Road to El Dorado,10501,tt0138749,2000-03-31,3,4,95000000,173526713.12427413,89,Family,PG-13,1.0,0.0,0.0,0,0.0,0.0,0,0.0,59804187.55555555,212719495.66666666,46498129.44047619,65629.0,Bibo Bergeron,61295.0,Bonne Radford,11181|8945|4810,Kenneth Branagh|Kevin Kline|Rosie Perez,0,0.0,0.0,DreamWorks Pictures,3218,0.1862965930734327,50863342,50863342,3522685,3218,3,5176023,3218,2,4147944,3218,1,840459,3218,1,872651,3218,2,762267,3218,2,715673,3218,2,1925437,3223,5,4034095,3223,3,3126271,3223,1,436219,3223,4,456649,3223,4,433539,3223,4,439081,3223,4,1303126,3223,7,2797860,3223,5,2055343,3223,4,871298,3223,3,965793,3223,3,850746,3223,3,957498,3223,4,2233496,3170,6,1777642,3170,7,1214589,3170,7,853476,3170,2,556839,3170,5,568497,3170,4,545639,3170,4
Shaft,479,tt0162650,2000-06-15,6,3,46000000,84023461.09175378,99,Action,PG-13,1.0,0.0,26315378.333333332,57504069,34112551.0,0.0,0,0.0,133693811.33333333,462638769.3333333,76557886.54523809,6482.0,John Singleton,6488.0,Mark Roybal,2231|27011|2954,Samuel L. Jackson|Vanessa Williams|Jeffrey Wright,1,0.0,0.0,Paramount Pictures,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicken Run,7443,tt0120630,2000-06-23,6,4,45000000,82196864.11149827,84,Animation,PG-13,1.0,1.0,0.0,0,0.0,0.0,0,0.0,102768064.1111111,212559924.33333334,99791893.28571428,7314.0,Nick Park,7314.0,Nick Park,53328|2461|11356,Julia Sawalha|Mel Gibson|Imelda Staunton,1,0.0,0.0,Aardman,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reindeer Games,2155,tt0184858,2000-02-25,2,4,42000000,76717073.17073172,104,Thriller,PG-13,1.0,0.0,40500717.666666664,70692101,22198960.0,10179000.0,10179000,10179000.0,107730579.55555557,461395760.6666667,122610304.89166667,13776.0,John Frankenheimer,22056.0,Marty Katz,880|6885|33,Ben Affleck|Charlize Theron|Gary Sinise,0,0.0,0.0,Dimension Films,2204,0.20123361266294226,21504535,21504535,2477000,2204,2,3451000,2204,3,2127000,2204,4,567549,2204,2,601973,2204,2,506129,2204,2,485598,2204,1,1352000,2204,3,2153000,2204,5,1246000,2204,5,352016,2204,3,395417,2204,2,360119,2204,1,354884,2204,2,785000,2113,6,1308000,2113,8,770000,2113,8,253485,2113,6,293785,2113,7,265063,2113,6,275240,2113,8,360000,1701,10,113126,1701,9,131126,1701,8,105207,1701,10,92310,1701,10,102000,941,12,45502,941,12
The 6th Day,8452,tt0216216,2000-11-17,11,4,82000000,149780952.3809524,123,Science Fiction,PG-13,1.0,1.0,153761182.33333334,333011068,112332692.4,57557822.0,121214377,48771167.5,137801379.7777778,330582743.6666667,115769355.74242425,1724.0,Roger Spottiswoode,7723.0,Jon Davison,1100|4688|3417,Arnold Schwarzenegger|Michael Rapaport|Tony Goldwyn,0,0.0,0.0,Phoenix Pictures,2516,0.2585525689770809,34088103,34088103,4287130,2516,4,5333060,2516,4,3400693,2516,3,904477,2516,3,1088828,2516,4,1001062,2516,5,1494410,2516,5,2847599,2516,5,3047817,2516,5,1614936,2516,6,382615,2516,6,441084,2516,5,363665,2516,5,344248,2516,5,1174691,2516,7,1718997,2516,7,1117895,2516,6,248237,2516,5,307666,2516,5,258920,2516,5,257561,2516,5,395278,1833,9,617389,1833,9,353136,1833,9,96193,1833,9,129616,1833,9,104211,1833,9,110295,1833,9
Mission to Mars,2067,tt0183523,2000-03-10,3,4,90000000,164393728.22299653,114,Science Fiction,PG-13,1.0,0.0,208481571.0,457696391,64181031.2,74647362.66666667,79300000,74647362.66666667,103215301.77777778,370742704.0,95146482.52592592,1150.0,Brian De Palma,45861.0,Tom Jacobson,33|504|1896,Gary Sinise|Tim Robbins|Don Cheadle,0,0.0,0.0,Touchstone Pictures,3054,0.20851826155255923,56591674,56591674,7897000,3054,1,9323000,3054,1,5697000,3054,1,1716982,3054,1,1756899,3054,1,1456979,3054,1,1440624,3054,1,2984000,3060,2,5185000,3060,2,3166000,3060,2,790926,3060,2,810503,3060,2,664401,3060,3,623543,3060,3,1693000,3101,4,2824000,3101,3,1406000,3101,3,472956,3101,4,514957,3101,4,464975,3101,4,459646,3101,4,994000,2505,7,1589000,2505,7,883000,2505,7,233611,2505,7,278676,2505,7,237374,2505,7,229605,2505,7
"O Brother, Where Art Thou?",134,tt0190590,2000-08-30,8,2,26000000,47491521.48664344,107,Adventure,PG-13,1.0,0.0,36807485.0,60611975,22152313.85714286,36807485.0,60611975,22152313.85714286,85383278.22222222,166879558.66666666,65272831.117592596,1223.0,Joel Coen,1224.0,Ethan Coen,1461|1241|1462,George Clooney|John Turturro|Tim Blake Nelson,0,0.0,0.0,Touchstone Pictures,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Gift,2046,tt0219699,2000-03-16,3,3,10000000,18265969.80255517,112,Horror,PG-13,1.0,0.0,36476304.333333336,48900000,31477750.85714286,44563727.666666664,102616183,36270415.5,166657225.66666666,369152764.0,92216465.1626984,7623.0,Sam Raimi,3953.0,Gary Lucchesi,112|1771|6384,Cate Blanchett|Giovanni Ribisi|Keanu Reeves,0,0.0,0.0,Lakeshore Entertainment,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bring It On,1588,tt0204946,2000-08-25,8,4,28000000,51144715.44715448,98,Comedy,PG-13,1.0,1.0,0.0,0,0.0,7040025.0,9016377,7040025.0,86625858.0,287675042.6666667,116768634.85185187,59026.0,Peyton Reed,15219.0,Marc Abraham,205|13446|17772,Kirsten Dunst|Eliza Dushku|Jesse Bradford,1,0.0,0.0,Universal Pictures,2380,0.22104347370321745,68380000,68380000,6318885,2380,1,6735395,2380,1,4307825,2380,1,1558885,2380,1,1451825,2380,1,1082915,2380,1,1023415,2380,1,3145050,2410,1,4494650,2410,1,3807795,2410,1,2723330,2410,1,602495,2410,1,409655,2410,1,325350,2410,1,1908640,2416,3,3249520,2416,2,1654960,2416,3,265760,2416,3,302125,2416,3,241665,2416,3,240890,2416,3,1419795,2427,2,2427015,2427,2,1237770,2427,2,182025,2427,3,218225,2427,3,182535,2427,3,206295,2427,3
The Adventures of Rocky & Bullwinkle,17711,tt0131704,2000-06-30,6,4,76000000,138821370.4994193,92,Family,PG-13,1.0,1.0,1295194.0,1295194,1295194.0,26388085.666666668,64256513,15181994.714285715,168308134.33333334,266838346.0,165889440.2905983,588701.0,Des McAnuff,380.0,Robert De Niro,15098|94979|14343,June Foray|Keith Scott|Rene Russo,0,0.0,0.0,Tribeca Productions,2460,0.5861864146856522,26005820,26005820,2115625,2460,4,2496895,2460,4,2201750,2460,4,2103345,2460,4,1426795,2460,4,873285,2460,4,922485,2460,4,1166540,2482,7,1514020,2482,7,1253410,2482,6,546045,2482,6,533630,2482,6,485125,2482,6,495340,2482,6,582015,2328,10,977760,2328,10,721680,2328,9,314280,2328,9,349215,2328,8,384120,2328,7,291015,2328,9,192325,1202,14,276460,1202,14,204345,1202,14,114190,1202,14,138230,1202,14,134325,1202,14,124375,1202,15
The Yards,19457,tt0138946,2000-04-27,4,3,24000000,43838327.52613241,115,Crime,PG-13,1.0,0.0,0.0,0,0.0,11922084.666666666,24741667,13041584.2,43947966.44444444,129099276.66666667,39876323.541666664,20561.0,James Gray,6468.0,Nick Wechsler,13240|73421|6885,Mark Wahlberg|Joaquin Phoenix|Charlize Theron,0,0.0,0.0,Miramax,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Keeping the Faith,4967,tt0171433,2000-04-14,4,4,30000000,54797909.40766551,127,Comedy,PG-13,1.0,0.0,0.0,0,0.0,0.0,0,0.0,43501937.44444444,221466666.66666666,49570184.86111111,819.0,Edward Norton,40277.0,Stuart Blumberg,7399|819|40279,Ben Stiller|Edward Norton|Jenna Elfman,0,0.0,0.0,Spyglass Entertainment,2152,0.30853286297809135,33671823,33671823,2457000,2152,3,3565000,2152,3,2057000,2152,3,740082,2152,4,825310,2152,4,731684,2152,4,1026440,2152,3,2649000,2158,5,2822000,2158,4,1763000,2158,4,681884,2158,6,602360,2158,4,567542,2158,5,563926,2158,3,1411000,2171,4,2045000,2171,5,996000,2171,5,283164,2171,5,336799,2171,4,285032,2171,4,283064,2171,4,782000,2014,5,1298000,2014,5,701000,2014,5,206348,2014,4,247770,2014,4,227161,2014,4,219853,2014,4
Coyote Ugly,6282,tt0200550,2000-07-30,7,6,45000000,82196864.11149827,100,Comedy,PG-13,1.0,0.0,0.0,0,0.0,0.0,0,0.0,38832053.333333336,65575373.666666664,38832053.333333336,48980.0,David McNally,2446.0,Chad Oman,15555|49|18354,Piper Perabo|Maria Bello|Bridget Moynahan,0,0.0,0.0,Touchstone Pictures,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rugrats in Paris: The Movie,16340,tt0213203,2000-11-17,11,4,30000000,54797909.40766551,79,Family,PG-13,1.0,0.0,0.0,0,0.0,100491683.0,100491683,100491683.0,117472005.77777778,158194455.33333334,117388243.72222221,80540.0,Stig Bergqvist,36697.0,Gábor Csupó,15274|58136|80719,E. G. Daily|Christine Cavanaugh|Cheryl Chase,1,5.9,2.0,Klasky-Csupo,2937,0.22134035786600934,50241913,50241913,6002000,2934,2,10004000,2934,2,6712000,2934,2,1073877,2934,2,1254697,2934,2,3871000,2937,4,504973,2937,4,337255,2937,6,328197,2937,6,332455,2937,6,1229000,2937,5,3150000,2937,4,2127000,2937,4,232455,2937,6,231476,2937,7,231870,2937,6,247452,2937,6,714000,2840,8,1940000,2840,6,1298000,2840,6,136929,2840,8,179753,2840,8,152790,2840,8,188955,2840,8,337000,2540,8,802000,2540,7,701000,2540,7,179327,2540,7
Vertical Limit,11678,tt0190865,2000-12-08,12,4,75000000,136994773.5191638,124,Adventure,PG-13,1.0,1.0,205940852.33333334,352194034,156949250.75,205940852.33333334,352194034,156949250.75,327316221.1111111,937563832.3333334,166318584.61013985,10702.0,Martin Campbell,10702.0,Martin Campbell,5577|17346|2053,Chris O'Donnell|Robin Tunney|Bill Paxton,0,0.0,0.0,Global Medien KG,2307,0.20309277469693063,54265580,54265580,5105000,2307,1,6575000,2307,2,3828000,2307,2,1003541,2307,1,1236709,2307,1,952183,2307,2,1006984,2307,2,2679000,2307,3,3850000,2307,3,2575000,2307,3,818965,2307,3,1004668,2307,3,977143,2307,3,1111323,2307,3,1421000,2405,6,1820000,2405,6,795000,2405,7,1626000,2405,7,1951327,2405,6,1655220,2405,6,1723497,2405,6,2310000,2456,6,2410000,2456,6,1400304,2456,7,2044810,2456,6,1006979,2456,4,676205,2456,4,701722,2456,4
Rules of Engagement,10479,tt0160797,2000-04-07,4,4,60000000,109595818.81533103,128,War,PG-13,1.0,0.0,12617203.333333334,441306145,58701718.4,125888221.33333333,470653000,101016987.42857143,176814672.44444445,546641679.0,116700078.52525252,15175.0,William Friedkin,1297.0,Richard D. Zanuck,2176|2231|529,Tommy Lee Jones|Samuel L. Jackson|Guy Pearce,0,0.0,0.0,Paramount Pictures,3155,0.23237284324828458,54059906,54059906,5110000,3155,1,7284000,3155,1,2617000,3155,2,1143321,3155,1,1257041,3155,1,1102251,3155,1,1148252,3155,1,3122000,3190,2,5079000,3190,1,2733000,3190,1,1028709,3190,1,1078551,3190,2,996184,3190,1,1343707,3190,1,2828000,3220,4,3292000,3220,2,1888000,3220,3,710093,3220,5,653233,3220,3,583783,3220,2,577220,3220,2,1377000,3027,5,2184000,3027,4,1082000,3027,4,348907,3027,3,383372,3027,3,331056,3027,3,348472,3027,2
The Art of War,11398,tt0160009,2000-08-25,8,4,40000000,73063879.21022068,117,Action,PG-13,1.0,1.0,5781885.0,5781885,5781885.0,9336840.0,17589705,9336840.0,70221609.11111112,196319524.66666666,77053007.30740741,25735.0,Christian Duguay,52089.0,Nicolas Clermont,10814|55636|10427,Wesley Snipes|Donald Sutherland|Anne Archer,1,0.0,0.0,Amen Ra Films,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Where the Heart Is,10564,tt0198021,2000-04-27,4,3,15000000,27398954.703832757,120,Comedy,PG-13,1.0,0.0,0.0,0,0.0,0.0,0,0.0,146979832.2222222,409372519.3333333,99307430.05820106,34481.0,Matt Williams,34481.0,Matt Williams,524|15852|8893,Natalie Portman|Ashley Judd|Stockard Channing,0,0.0,0.0,Wind Dancer Films,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Proof of Life,11983,tt0228750,2000-12-08,12,4,65000000,118728803.71660861,135,Thriller,PG-13,1.0,0.0,67966666.66666667,153000000,64749116.166666664,67966666.66666667,153000000,64749116.166666664,131284271.77777778,350459623.0,93817760.13616426,18596.0,Taylor Hackford,18596.0,Taylor Hackford,5344|934|52,Meg Ryan|Russell Crowe|David Morse,0,0.0,0.0,Castle Rock Entertainment,2705,0.23277641978922717,26452424,26452424,3253000,2705,3,4392000,2705,3,2603000,2705,3,751711,2705,3,910337,2705,3,742849,2705,3,775760,2705,3,1502000,2705,4,2412000,2705,4,1469000,2705,4,527414,2705,4,645661,2705,4,626513,2705,4,702694,2705,4,788424,2062,10,634411,2062,11,653222,2062,11,602000,2062,10,862237,2062,9,362092,2062,9,242202,2062,8,269658,2062,8,304000,1381,7,96647,1381,7,118443,1381,7,102858,1381,6,102291,1381,7,0,0,0
