title,tmdb_id,imdb_id,release_date,release_month,release_day_of_week,original_language,origin_country,production_budget_raw,production_budget_adj,runtime,primary_genre,genres_list,mpaa_rating,format_premium,spoiler_risk,wiki_hype,dir_last3_avg_adj,dir_max_adj,dir_lifetime_trunc_avg_adj,dir_fallback_flag,prod_last3_avg_adj,prod_max_adj,prod_lifetime_trunc_avg_adj,prod_fallback_flag,cast_last3_avg_adj,cast_max_adj,cast_lifetime_trunc_avg_adj,cast_fallback_flag,director_id,director_name,producer_id,producer_name,cast_ids,cast_names,is_sequel,sequel_parent_rating,sequel_parent_revenue_adj,franchise_hunger,distributor,opening_theaters,calendar_ratio,bom_intl_lifetime,bom_ww_lifetime,target_dom_7day,bom_dom_lifetime,rev_day_1,theaters_day_1,rank_day_1,rev_day_2,theaters_day_2,rank_day_2,rev_day_3,theaters_day_3,rank_day_3,rev_day_4,theaters_day_4,rank_day_4,rev_day_5,theaters_day_5,rank_day_5,rev_day_6,theaters_day_6,rank_day_6,rev_day_7,theaters_day_7,rank_day_7,rev_day_8,theaters_day_8,rank_day_8,rev_day_9,theaters_day_9,rank_day_9,rev_day_10,theaters_day_10,rank_day_10,rev_day_11,theaters_day_11,rank_day_11,rev_day_12,theaters_day_12,rank_day_12,rev_day_13,theaters_day_13,rank_day_13,rev_day_14,theaters_day_14,rank_day_14,rev_day_15,theaters_day_15,rank_day_15,rev_day_16,theaters_day_16,rank_day_16,rev_day_17,theaters_day_17,rank_day_17,rev_day_18,theaters_day_18,rank_day_18,rev_day_19,theaters_day_19,rank_day_19,rev_day_20,theaters_day_20,rank_day_20,rev_day_21,theaters_day_21,rank_day_21,rev_day_22,theaters_day_22,rank_day_22,rev_day_23,theaters_day_23,rank_day_23,rev_day_24,theaters_day_24,rank_day_24,rev_day_25,theaters_day_25,rank_day_25,rev_day_26,theaters_day_26,rank_day_26,rev_day_27,theaters_day_27,rank_day_27,rev_day_28,theaters_day_28,rank_day_28
Our Little Secret,1234811,tt31022050,11/27/2024,11,2,en,US,0,0,101,Romance,Romance|Comedy|Drama,Unrated,1,0,76774,29065722.79,273020908.4,93694145.35,1,11240080.46,19656035.79,11240080.46,1,99127388.11,230752348.1,81249949.65,1,18356,Stephen Herek,37021,Mike Elliott,49265|222089|52775,Lindsay Lohan|Ian Harding|Kristin Chenoweth,0,0,0,0,Capital Arts Entertainment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
That Christmas,645757,tt14855468,11/27/2024,11,2,en,GB,0,0,91,Animation,Animation|Comedy|Family|Fantasy|Adventure,PG,1,0,42885,0,0,0,0,0,0,0,0,46470957.29,192187277.8,48525169.48,1,1447381,Simon Otto,1742294,Nicole P. Hearon,1248|2440|10981,Brian Cox|Bill Nighy|Fiona Shaw,0,0,0,0,Locksmith Animation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dear Santa,1097870,tt2396431,11/24/2024,11,6,en,US,0,0,108,Comedy,Comedy|Fantasy,PG-13,1,0,96390,64075291.34,340561240,95232013.24,0,64075291.34,340561240,95232013.24,0,133167147.8,420745914.2,171252063,1,7395,Bobby Farrelly,7395,Bobby Farrelly,70851|3103725|298410,Jack Black|Robert Timothy Smith|Keegan-Michael Key,0,0,0,0,Paramount Pictures,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moana 2,1241982,tt13622970,11/21/2024,11,3,en,US,150000000,150000000,100,Family,Family|Comedy|Adventure|Animation|Fantasy,PG,1,0,455294,0,0,0,0,0,0,0,0,119893385.7,168905241.8,116376484.1,1,4524084,David G. Derrick Jr.,4496979,Christina Chen,1564846|18918|4775908,Auliʻi Cravalho|Dwayne Johnson|Hualālai Chung,1,7.6,326016835.9,8.1,Walt Disney Animation Studios,4200,0.602367305,598836867,1059242164,239369938,460405297,57869843,4200,1,27784598,4200,1,54361837,4200,1,50604078,4200,1,34821470,4200,1,5843309,4200,1,8084803,4200,1,4426675,4200,2,4242400,4200,2,11682456,4200,1,23134944,4200,1,16469653,4200,1,2534025,4200,2,4238665,4200,2,2506983,4200,2,2289730,4200,2,6002592,4000,1,12115500,4000,1,8381276,4000,1,1790219,4000,2,2894690,4000,2,2019357,4000,2,1869225,4000,2,3405981,3600,4,5102216,3600,4,4696052,3600,4,4144548,3600,4,3016172,3600,4
Wicked,402431,tt1262426,11/20/2024,11,2,en,US,150000000,150000000,162,Drama,Drama|Romance|Fantasy,PG,1,0,1422161,113029288.9,219009845.3,84887709.02,1,114013616.7,307801242.2,98716658.89,1,71352726.63,183241794.4,79493079.98,1,54507,Jon M. Chu,23485,Marc Platt,1765068|226001|1620,Cynthia Erivo|Ariana Grande|Michelle Yeoh,0,0,0,0,Universal Pictures,3888,1.40929983,283763258,758747233,182021850,474983975,46210430,3888,1,35492555,3888,1,30805905,3888,1,15778135,3888,1,16638485,3888,1,20310190,3888,2,16786150,3888,2,31728865,3888,2,29172605,3888,2,20272345,3888,2,5644340,3888,2,6961250,3888,2,5078535,3888,1,4779480,3888,1,9517890,3885,2,15087045,3885,2,11843485,3885,2,3349105,3885,1,4663285,3885,1,3397490,3885,1,3020870,3885,1,5832065,3689,2,9442760,3689,2,7374580,3689,2,2517120,3689,1,3487530,3689,1,2758720,3689,1,2464660,3689,1
Gladiator II,558449,tt9218128,11/13/2024,11,2,en,US,310000000,310000000,148,Action,Action|Adventure|Drama,R,1,0,1230657,46187959.61,303170988.9,96206921.58,1,54039876.49,105313091,54039876.49,1,44446113.78,107069280.7,56518692.49,1,578,Ridley Scott,1527474,Michael A. Pruss,2326151|5292|1253360,Paul Mescal|Denzel Washington|Pedro Pascal,1,8.5,342862166.1,24.5,Paramount Pictures,3580,1.591197701,289742701,462180717,80465245,172438016,22351240,3573,2,19079622,3573,2,13603853,3573,2,5518853,3573,2,6654243,3573,2,6554311,3580,3,6703123,3580,3,12403011,3580,3,11751500,3580,3,6875683,3580,3,2075654,3580,3,2964139,3580,3,1970737,3580,3,1786926,3580,3,3626129,3440,3,5312218,3440,3,3634716,3440,3,1181880,3440,3,1768114,3440,3,1246554,3440,3,1072152,3440,3,2174901,3224,4,3336692,3224,4,2142424,3224,4,825430,3224,3,1158266,3224,4,915334,3224,4,800282,3224,3
Paddington in Peru,516729,tt5822536,11/8/2024,11,4,en,GB,90000000,90000000,106,Family,Family|Comedy|Adventure,PG,1,1,129263,0,0,0,0,6509026.858,10599612.72,6509026.858,1,86049003.57,237355897.2,78152461.54,1,1717526,Dougal Wilson,1117338,Rosie Alison,17064|19923|1246,Ben Whishaw|Hugh Bonneville|Emily Mortimer,1,7.8,52497429.26,7,Kinoshita Group,3890,0.352215486,125666280,171436592,18754414,45770312,5182879,3890,2,4167364,3890,2,3411155,3890,2,3246793,3890,3,1251460,3890,2,754381,3890,2,740382,3890,2,1595912,3890,3,2986586,3890,3,1921457,3890,3,345270,3890,3,601384,3890,3,329811,3890,3,323938,3890,3,985971,3705,4,2061139,3705,4,1472576,3705,4,325815,3705,4,550280,3705,4,434306,3705,4,420283,3705,4,907416,3085,5,1689512,3085,5,1108794,3085,3,350597,3085,5,570152,3085,4,416026,3085,4,391227,3085,3
Elevation,1035048,tt23558280,11/7/2024,11,3,en,US,18000000,18000000,91,Action,Action|Science Fiction|Thriller,R,1,0,71227,32776168.49,87404980.78,32776168.49,0,0,0,0,0,200651264.2,569395124,219439937.7,1,1921,George Nolfi,75823,John Glenn,53650|54882|593202,Anthony Mackie|Morena Baccarin|Maddie Hasson,0,0,0,0,Lyrical Media,1416,0.550168717,1284728,3606529,1743658,2321801,402670,1416,12,475455,1416,11,338453,1416,11,191918,1416,11,160745,1416,10,105854,1416,11,68563,1416,10,89944,1002,13,178225,1002,13,113763,1002,13,47486,1002,12,69527,1002,12,49372,1002,12,29826,1002,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5-Sep,1211472,tt28082769,11/7/2024,11,3,en,US,0,0,94,Thriller,Thriller|Drama|History,R,1,0,68555,1901025.775,1901025.775,1901025.775,1,0,0,0,0,74024249.07,252371396.2,62634957.81,1,568692,Tim Fehlbaum,2416492,John Ira Palmer,133|37154|21343,Peter Sarsgaard|John Magaro|Ben Chaplin,0,0,0,0,BerghausWöbke Filmproduktion,7,0.58313318,5729187,8237910,116930,2508723,24666,7,22,33870,7,23,22266,7,24,9647,7,25,10733,7,25,8107,7,22,7641,7,22,8751,7,25,15423,7,22,12544,7,21,7744,7,23,7150,7,21,7976,5,26,6016,5,27,6112,5,60,8723,5,28,7927,5,28,5990,5,26,5865,5,25,8939,5,27,5745,5,26,19575,13,23,24278,13,24,15849,13,24,5796,13,23,7984,13,23,4608,13,25,4417,13,24
Small Things Like These,1102493,tt27196021,11/1/2024,11,4,en,IE,3000000,3000000,99,Drama,Drama|History,PG-13,1,0,114484,0,0,0,0,29625776.16,54154255.8,29625776.16,1,70467675.47,298932478,80830609.87,1,1461490,Tim Mielants,58207,Jeff Robinov,2037|1639|20057,Cillian Murphy|Emily Watson|Michelle Fairley,0,0,0,0,Artists Equity,799,0.432422781,13333725,14934681,940343,1600956,183477,799,14,229493,799,14,183481,799,14,110785,799,15,97324,799,12,81283,799,12,54500,799,11,66889,415,14,108750,415,15,72221,415,14,32387,415,13,50219,415,13,35475,415,13,24542,415,13,14326,70,16,26064,70,15,19409,70,15,10678,70,15,10590,70,15,7645,70,17,6614,70,16,10277,42,17,10983,42,17,7645,42,17,3752,42,17,4760,42,16,8642,42,15,5147,42,17
A Real Pain,1013850,tt21823606,11/1/2024,11,4,en,US,3000000,3000000,90,Comedy,Comedy|Drama,R,1,0,77707,128941740.5,432964564.3,104959717,1,3760485.5,5017817,3760485.5,0,50606943.25,197015988.6,53198994.77,1,44735,Jesse Eisenberg,1640646,Dave McCary,44735|18793|939337,Jesse Eisenberg|Kieran Culkin|Will Sharpe,0,0,0,0,Fruit Tree,4,0.292847904,16511049,24856027,318216,8344978,88393,4,18,88482,4,21,51981,4,22,23026,4,19,24524,4,20,25316,4,19,16494,4,19,86445,12,18,117739,12,18,90461,12,18,41183,12,19,33238,12,18,29020,12,18,21164,12,16,764141,1185,8,918637,1185,8,546412,1185,9,204968,1185,9,306586,1185,9,210152,1185,9,162226,1185,7,295368,1185,12,476424,1185,10,312300,1185,10,151521,505,11,134992,505,11,115423,505,11,120008,505,10
Heretic,1138194,tt28015403,10/31/2024,10,3,en,US,10000000,10000000,111,Horror,Horror|Thriller,R,1,0,388587,17928961.98,33098345.34,17928961.98,1,17928961.98,33098345.34,17928961.98,1,52696675.89,96246557.5,38505460.05,1,1317685,Scott Beck,1317685,Scott Beck,3291|1981044|1512280,Hugh Grant|Sophie Thatcher|Chloe East,0,0,0,0,A24,3221,0.699556463,31791590,59777970,15269794,27986380,4311230,3221,2,3880107,3221,2,2638473,3221,2,1382006,3221,4,1380461,3221,2,887865,3221,2,789652,3221,2,1328317,3230,4,2258139,3230,4,1380786,3230,4,543207,3230,2,812214,3230,3,545071,3230,2,396125,3230,4,675744,1622,7,905497,1622,8,651958,1622,8,367532,1622,8,273564,1622,8,221345,1622,8,234610,1622,8,338905,660,8,359239,660,8,258652,660,8,101675,660,8,140943,660,8,110212,660,8,88106,660,9
Red One,845781,tt14948432,10/31/2024,10,3,en,US,250000000,250000000,124,Action,Action|Comedy|Fantasy,PG-13,1,0,274086,321464684.3,519151633.6,172614346.7,1,144063103.4,180698889.6,144063103.4,1,180627243.5,1270810898,308943254.9,1,51851,Jake Kasdan,18918,Dwayne Johnson,18918|16828|140,Dwayne Johnson|Chris Evans|Lucy Liu,0,0,0,0,Seven Bucks Productions,4032,0.543430106,89000000,186000759,39624947,97000759,10793707,4032,1,13231325,4032,1,8081080,4032,1,1664260,4032,1,3163951,4032,1,1485371,4032,1,1205253,4032,1,3341872,4032,3,5807190,4032,3,4070244,4032,3,1931684,4032,3,2561783,4032,3,2798624,4032,4,3019610,4032,4,4838273,3344,4,4880010,3344,4,3016422,3344,4,662101,3344,4,982458,3344,4,634943,3344,4,611403,3344,4,1703448,3150,4,3164892,3150,4,2142282,3150,4,490376,3150,6,853963,3150,5,582571,3150,5,485782,3150,5
Absolution,974453,tt8337290,10/31/2024,10,3,en,US,30000000,30000000,112,Action,Action|Crime|Thriller|Mystery,R,1,1.5,16081,18306643.56,39534445.26,18306643.56,1,64084388.23,113675502.6,64084388.23,0,23841245.08,267987398.4,42681633.8,1,95972,Hans Petter Moland,35508,Michael Besman,3896|2372|36549,Liam Neeson|Ron Perlman|Yolonda Ross,0,0,0,0,Electromagnetic Productions,1500,0.693459175,1317916,4034259,2055559,2716343,467593,1500,12,563206,1500,12,350893,1500,13,153939,1500,10,248085,1500,10,155942,1500,9,115901,1500,9,118307,950,16,170337,950,16,110378,950,16,61652,950,16,57998,950,14,37449,950,16,22651,950,15,14287,150,22,24924,150,22,17008,150,23,6854,150,21,10038,150,20,5720,150,21,2565,150,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Here,940139,tt18272208,10/30/2024,10,2,en,US,40000000,40000000,104,Drama,Drama,PG-13,1,1.5,456953,26496326.27,699744316.6,208549532,1,26496326.27,699744316.6,208549532,1,236832048.3,603509690.3,188122926,1,24,Robert Zemeckis,24,Robert Zemeckis,31|32|6162,Tom Hanks|Robin Wright|Paul Bettany,0,0,0,0,Miramax,2647,1.409150822,3773085,16010355,7076565,12237270,1945003,2647,3,1812825,2647,5,1117367,2647,5,455259,2647,5,885481,2647,4,450036,2647,6,410594,2647,5,729145,2732,8,1005873,2732,7,668103,2732,8,394615,2732,8,435208,2732,7,260366,2732,8,206340,2732,8,252864,1774,12,378279,1774,12,207045,1774,12,100112,1774,11,181323,1774,10,104530,1774,10,67327,1774,10,26797,350,15,33541,350,14,24205,350,14,14124,83,14,17836,83,14,5094,83,19,5160,83,19
Juror #2,1106739,tt27403986,10/30/2024,10,2,en,US,30000000,30000000,114,Drama,Drama|Thriller,PG-13,1,0,206134,56495089.91,465310596.3,107557602.8,1,0,0,0,0,65659098.24,518600504.4,111336399.5,1,190,Clint Eastwood,2138403,Matt Skiena,3292|3051|18999,Nicholas Hoult|Toni Collette|J.K. Simmons,0,0,0,0,Warner Bros. Pictures,0,0,0,27300000,0,27300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Cut,827931,tt14857528,10/29/2024,10,1,en,US,0,0,90,Horror,Horror|Science Fiction|Thriller,Unrated,1,1,46983,0,0,0,0,10382713.22,34243146.95,16347821.65,1,32039368.34,52362160.85,32039368.34,1,1616880,Hannah Macpherson,1525141,Matt Kaplan,2232225|2388486|971299,Madison Bailey|Antonia Gentry|Griffin Gluck,0,0,0,0,ACE Entertainment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conclave,974576,tt20215234,10/25/2024,10,4,en,US,20000000,20000000,120,Drama,Drama|Thriller,PG,1,1,393577,0,0,0,0,0,0,0,0,52216958.96,322921331.2,88642846.37,1,221522,Edward Berger,1677701,Alice Dawson,5469|2283|12074,Ralph Fiennes|Stanley Tucci|John Lithgow,0,0,0,0,FilmNation Entertainment,1753,0.377154746,95267603,127848258,9921960,32580655,2527720,1753,3,2316590,1753,4,1757685,1753,4,710255,1753,3,1121405,1753,3,720845,1753,3,767460,1753,4,1488325,1796,5,2162285,1796,4,1386245,1796,4,511365,1796,4,819825,1796,5,558280,1796,3,564420,1796,3,1167315,2283,6,1726405,2283,6,1231540,2283,6,683460,2283,6,611065,2283,4,455225,2283,4,419190,2283,4,790850,2377,7,1257180,2377,7,769310,2377,7,288865,2377,5,462005,2377,5,347955,2377,5,240985,2377,5
Don't Move,1063877,tt24807110,10/24/2024,10,3,en,US,0,0,92,Horror,Horror|Thriller,R,1,0,53075,0,0,0,0,273626689.9,714271340.6,212769332.5,1,291376691.1,406164883.2,301728817.3,1,1183516,Adam Schindler,7623,Sam Raimi,205976|168877|1791599,Kelsey Asbille|Finn Wittrock|Moray Treadwell,0,0,0,0,Capstone Studios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Venom: The Last Dance,912649,tt16366836,10/22/2024,10,1,en,US,120000000,120000000,109,Action,Action|Science Fiction|Adventure,PG-13,1,1,545826,0,0,0,0,162925562.6,512902485.8,227212631.4,1,292872547.8,645107513.1,183114536.7,1,940376,Kelly Marcel,7626,Avi Arad,2524|5294|36594,Tom Hardy|Chiwetel Ejiofor|Juno Temple,1,5.9,247860266.1,3.1,Columbia Pictures,4131,3.983262477,339181736,478937618,63947430,139755882,22023587,4131,1,16820420,4131,1,12168397,4131,1,3055703,4131,1,4605136,4131,1,2471828,4131,1,2802359,4131,1,6609372,4131,1,11617451,4131,1,7675943,4131,1,2131745,4131,1,3300694,4131,1,1682382,4131,1,1628721,4131,1,3926512,3905,3,7101494,3905,1,4876142,3905,1,2505938,3905,1,1513871,3905,1,926820,3905,1,800104,3905,1,1569649,3421,2,3561621,3421,2,2196114,3421,2,522487,3421,3,778677,3421,4,527233,3421,3,425076,3421,3
Memoir of a Snail,1064486,tt23770030,10/17/2024,10,3,en,AU,4350000,4350000,94,Animation,Animation|Drama|Comedy,R,1,0,19425,2552142.367,2552142.367,2552142.367,1,2552142.367,2552142.367,2552142.367,1,50038488.47,168749527.3,60848771.17,1,92733,Adam Elliot,92733,Adam Elliot,235416|113505|67837,Sarah Snook|Kodi Smit-McPhee|Jacki Weaver,0,0,0,0,Arenamedia,5,1.223308139,6973325,7643123,74841,669798,39236,5,23,13091,5,30,12489,5,28,2865,5,32,3325,5,32,2492,5,34,1343,5,34,30720,24,25,22060,24,29,16369,24,27,6685,24,25,8427,24,25,9127,24,23,5619,24,24,103545,467,17,66914,467,22,57621,467,21,34127,467,21,24949,467,19,23618,467,19,14145,467,19,13218,220,24,20031,220,23,18320,220,22,6981,220,20,10602,220,19,6412,220,20,5444,220,18
Smile 2,1100782,tt29268110,10/16/2024,10,2,en,US,28000000,28000000,127,Horror,Horror|Mystery,R,1,0,386609,113839460.2,113839460.2,113839460.2,1,51210907.18,113839460.2,54793963.23,1,93945098.59,213441416.1,79310017.91,1,2218465,Parker Finn,25046,Marty Bowen,240724|14892|1371509,Naomi Scott|Rosemarie DeWitt|Lukas Gage,1,6.5,113839460.2,2.1,Paramount Pictures,3619,1.522865103,69116268,138128854,31314005,69012586,9498562,3619,1,8121308,3619,1,5401822,3619,1,2002121,3619,1,2929052,3619,1,1866641,3619,1,1494499,3619,1,3034033,3624,2,3868417,3624,2,2626114,3624,2,944816,3624,2,1322611,3624,2,991755,3624,2,1784789,3624,2,2004031,3235,2,2968950,3235,3,1787913,3235,3,741979,3235,2,908803,3235,3,622465,3235,2,619343,3235,2,1423540,2822,5,2177402,2822,5,1509365,2822,5,746412,2822,5,511643,2822,5,400994,2822,5,395052,2822,5
Anora,1064213,tt28607951,10/14/2024,10,0,en,US,6000000,6000000,139,Drama,Drama|Comedy|Romance,R,1,0,1243,4382304.276,7577149.252,4382304.276,1,1187459.301,1187459.301,1187459.301,0,54955808.61,77356884.58,54396539.69,1,118415,Sean Baker,168846,Samantha Quan,1640439|3051936|1266686,Mikey Madison|Mark Eydelshteyn|Yura Borisov,0,0,0,0,Cre Film,6,3.10074138,36921317,57395612,752440,20474295,278032,6,12,140694,6,19,131777,6,18,55386,6,17,55458,6,19,52696,6,17,38397,6,16,378144,34,8,271642,34,10,259044,34,8,107391,34,8,119801,34,8,104948,34,8,55722,34,10,649466,253,9,667359,253,11,488505,253,11,224590,253,8,263375,253,8,234452,253,8,186513,253,8,887406,1104,7,925262,1104,8,707463,1104,7,413275,1104,7,384346,1104,8,295946,1104,7,284108,1104,7
We Live in Time,1100099,tt27131358,10/10/2024,10,3,en,GB,20000000,20000000,108,Romance,Romance|Drama,R,1,0,280391,21727810.94,50860909.63,18371265.77,1,0,0,0,0,175576875.9,428841721,110567660.4,1,77269,John Crowley,2148541,Leah Clarke,37625|1373737|4984032,Andrew Garfield|Florence Pugh|Grace Delaney,0,0,0,0,Film4 Productions,5,0.762581547,32985116,57678040,320272,24692924,101652,5,16,71005,5,20,59958,5,20,27841,5,20,24879,5,22,20851,5,20,14086,5,23,1816340,985,4,1393775,985,5,1005964,985,5,505305,985,4,779135,985,4,571300,985,4,520178,985,4,1876212,2964,4,1688591,2964,6,1276242,2964,6,608441,2964,4,893368,2964,4,569856,2964,4,394744,2964,7,1070004,2964,6,1396044,2964,6,1008251,2964,6,449132,2964,6,612341,2964,6,459722,2964,4,386509,2964,6
Brothers,616446,tt9860566,10/10/2024,10,3,en,US,0,0,89,Action,Action|Comedy|Crime,R,1,0,62126,0,0,0,0,0,0,0,0,206089437.7,642890935.4,163400683.2,1,1704882,Max Barbakow,2031391,David Ginsberg,16851|22970|515,Josh Brolin|Peter Dinklage|Glenn Close,0,0,0,0,Mad Chance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canary Black,976734,tt20048582,10/10/2024,10,3,en,GB,0,0,103,Action,Action|Thriller|Crime,R,1,0,35288,18636691.56,211837487.6,47889124.52,1,5485751.025,5485751.025,5485751.025,1,21378216.18,126769135.9,45959942.28,1,35453,Pierre Morel,67159,Christopher Tuffin,3967|36669|9825,Kate Beckinsale|Rupert Friend|Saffron Burrows,0,0,0,0,Anton Capital Entertainment,0,0,0,819156,0,819156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Terrifier 3,1034541,tt27911000,10/9/2024,10,2,en,US,2000000,2000000,125,Horror,Horror|Thriller,Unrated,1,0,480862,11780472.96,11780472.96,11780472.96,1,11780472.96,11780472.96,11780472.96,0,11780472.96,11780472.96,11780472.96,1,933176,Damien Leone,1805438,Phil Falcone,1882502|1880016|1676771,Lauren LaVera|David Howard Thornton|Samantha Scaffidi,1,6,11780472.96,2,Cineverse,2514,1.350011754,36341032,90322103,26907151,53981071,8199276,2514,1,5918015,2514,1,4810822,2514,1,2594602,2514,2,2204219,2514,1,1724080,2514,1,1456137,2514,1,3012331,2762,2,3815485,2762,3,2473866,2762,3,894959,2762,2,1061638,2762,3,832989,2762,2,758976,2762,2,1455265,2751,6,1950141,2751,5,1366583,2751,5,522799,2751,5,617976,2751,6,540880,2751,5,1103027,2751,3,942695,2357,7,1384842,2357,7,882048,2357,7,382768,2357,7,406595,2357,7,293837,2357,7,235988,2357,7
The Apprentice,1182047,tt8368368,10/9/2024,10,2,en,US,16000000,16000000,122,History,History|Drama,R,1,0,318038,1925700.008,2505296.695,1925700.008,1,1925700.008,2505296.695,1925700.008,1,21729877.35,514890328.7,178478469.7,1,1574550,Ali Abbasi,1574550,Ali Abbasi,60898|239271|42993,Sebastian Stan|Jeremy Strong|Martin Donovan,0,0,0,0,Gidden Media,1740,1.067247481,13297250,17299154,2577012,4001904,590628,1740,10,552034,1740,11,470571,1740,10,317980,1740,10,275013,1740,9,207753,1740,9,163033,1740,9,193185,1131,16,273312,1131,15,183902,1131,14,80001,1131,13,106535,1131,14,84888,1131,13,57430,1131,13,53210,285,18,72163,285,18,63469,285,17,24030,285,17,31863,285,20,27099,285,18,16354,285,20,22239,130,26,31899,130,26,26002,130,25,10065,130,23,9852,130,24,6092,130,25,6950,130,23
Woman of the Hour,835113,tt7737800,10/3/2024,10,3,en,US,836057,836057,95,Crime,Crime|Drama|Thriller,R,1,0,241952,102766357.4,134616356.9,78234528.76,1,22565327.45,43890466.71,22565327.45,1,56523431.26,83847938.98,40831823.56,1,84223,Anna Kendrick,1276439,J.D. Lifshitz,84223|1172147|1326888,Anna Kendrick|Daniel Zovatto|Nicolette Robinson,0,0,0,0,BoulderLight Pictures,0,0,0,836057,0,836057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salem's Lot,748230,tt10245072,10/3/2024,10,3,en,US,0,0,113,Horror,Horror,R,1,0,50222,91216096.88,91216096.88,91216096.88,0,35874777.14,35874777.14,35874777.14,0,94214160.91,266971813.9,61894716.23,1,1338249,Gary Dauberman,936422,Mark Wolper,1700685|1376883|2547617,Lewis Pullman|Makenzie Leigh|Jordan Preston Carter,0,0,0,0,New Line Cinema,0,0,0,851156,0,851156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
